,Subject,maxBurst_SHA01,meanInterval_SHA01,meanNumRewards_SHA01,modeInterval_SHA01,numBurst_SHA01,pctRewards_SHA01,stdInterval_SHA01,maxBurst_SHA02,meanInterval_SHA02,meanNumRewards_SHA02,modeInterval_SHA02,numBurst_SHA02,pctRewards_SHA02,stdInterval_SHA02,maxBurst_SHA03,meanInterval_SHA03,meanNumRewards_SHA03,modeInterval_SHA03,numBurst_SHA03,pctRewards_SHA03,stdInterval_SHA03,maxBurst_SHA04,meanInterval_SHA04,meanNumRewards_SHA04,modeInterval_SHA04,numBurst_SHA04,pctRewards_SHA04,stdInterval_SHA04,maxBurst_SHA05,meanInterval_SHA05,meanNumRewards_SHA05,modeInterval_SHA05,numBurst_SHA05,pctRewards_SHA05,stdInterval_SHA05,maxBurst_SHA06,meanInterval_SHA06,meanNumRewards_SHA06,modeInterval_SHA06,numBurst_SHA06,pctRewards_SHA06,stdInterval_SHA06,maxBurst_SHA07,meanInterval_SHA07,meanNumRewards_SHA07,modeInterval_SHA07,numBurst_SHA07,pctRewards_SHA07,stdInterval_SHA07,maxBurst_SHA08,meanInterval_SHA08,meanNumRewards_SHA08,modeInterval_SHA08,numBurst_SHA08,pctRewards_SHA08,stdInterval_SHA08,maxBurst_SHA09,meanInterval_SHA09,meanNumRewards_SHA09,modeInterval_SHA09,numBurst_SHA09,pctRewards_SHA09,stdInterval_SHA09,maxBurst_SHA10,meanInterval_SHA10,meanNumRewards_SHA10,modeInterval_SHA10,numBurst_SHA10,pctRewards_SHA10,stdInterval_SHA10,maxBurst_SHA11,meanInterval_SHA11,meanNumRewards_SHA11,modeInterval_SHA11,numBurst_SHA11,pctRewards_SHA11,stdInterval_SHA11
225,F1422,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,2.0,1452.0,2.0,74.0,1.0,50.0,974.54,0.0,1156.5,0.0,2640.0,0.0,0.0,760.26,3.0,1713.25,3.0,4215.0,1.0,60.0,1766.91,0.0,,0.0,,0.0,0.0,,0.0,1842.33,0.0,2726.0,0.0,0.0,646.77,2.0,1769.25,2.0,3489.0,1.0,40.0,1255.44,,,,,,,
226,F1423,0.0,,0.0,,0.0,0.0,,2.0,306.4,2.0,22.0,3.0,55.00000000000001,491.74,3.0,711.5,2.5,858.0,2.0,71.0,1042.87,0.0,,0.0,,0.0,0.0,,2.0,352.53,2.0,69.0,5.0,56.00000000000001,402.32,3.0,315.68,2.17,166.0,6.0,65.0,385.6,0.0,435.19,0.0,694.0,0.0,0.0,155.05,4.0,585.0,3.0,43.0,2.0,50.0,710.19,0.0,656.3,0.0,195.0,0.0,0.0,531.33,2.0,415.45,2.0,25.0,3.0,50.0,601.67,,,,,,,
227,F1424,2.0,667.0,2.0,1314.0,1.0,67.0,647.0,2.0,627.86,2.0,95.0,2.0,50.0,783.49,3.0,606.6,2.25,40.0,4.0,82.0,958.67,2.0,624.75,2.0,61.0,2.0,44.0,769.36,3.0,309.55,2.12,82.0,8.0,81.0,331.43,4.0,456.67,2.33,38.0,6.0,88.0,782.74,2.0,376.22,2.0,21.0,4.0,42.0,295.5,3.0,441.47,3.0,73.0,3.0,56.00000000000001,564.08,2.0,204.47,2.0,101.0,12.0,69.0,236.55,3.0,214.66,2.17,253.0,6.0,39.0,123.8,,,,,,,
228,F1425,2.0,36.0,2.0,36.0,1.0,100.0,0.0,0.0,574.5,0.0,173.0,0.0,0.0,401.5,0.0,,0.0,,0.0,0.0,,0.0,1598.0,0.0,1218.0,0.0,0.0,493.99,4.0,638.4,4.0,49.0,1.0,67.0,894.4,2.0,1542.5,2.0,3839.0,1.0,40.0,1554.33,2.0,552.71,2.0,3181.0,2.0,56.99999999999999,1075.04,2.0,1188.8,2.0,3076.0,1.0,33.0,1325.56,3.0,1942.0,3.0,31.0,1.0,75.0,2696.2,2.0,890.86,2.0,112.0,1.0,25.0,1004.26,,,,,,,
229,F1426,4.0,248.52,2.22,109.0,9.0,83.0,451.04,2.0,299.71,2.0,207.0,2.0,18.0,157.11,2.0,265.2,2.0,204.0,2.0,15.0,96.1,4.0,233.2,4.0,46.0,1.0,13.0,100.36,4.0,185.27,2.25,68.0,12.0,71.0,152.24,3.0,182.81,2.11,270.0,9.0,50.0,106.22,3.0,156.78,2.17,22.0,12.0,56.99999999999999,80.84,3.0,161.95,2.08,254.0,13.0,61.0,103.06,3.0,518.92,2.25,24.0,4.0,64.0,527.05,3.0,221.66,2.25,21.0,4.0,27.0,100.45,,,,,,,
230,F1428,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,3.0,323.67,3.0,860.0,1.0,75.0,379.73,2.0,1416.5,2.0,3145.0,1.0,40.0,1322.58,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,2.0,2700.0,2.0,33.0,1.0,67.0,2667.0,4.0,128.8,2.44,27.0,16.0,85.0,157.75,,,,,,,
231,F1429,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,2.0,27.0,2.0,27.0,1.0,100.0,0.0,2.0,622.3,2.0,38.0,3.0,55.00000000000001,548.1,3.0,269.27,2.11,97.0,9.0,70.0,356.54,3.0,413.94,2.33,37.0,3.0,39.0,448.24,3.0,378.72,2.2,20.0,5.0,57.99999999999999,306.31,3.0,494.0,2.25,41.0,4.0,64.0,499.91,2.0,317.64,2.0,36.0,5.0,43.0,208.91,,,,,,,
232,F1430,2.0,1913.0,2.0,76.0,1.0,50.0,1491.0,2.0,1286.5,2.0,1364.0,1.0,40.0,1128.15,0.0,4158.0,0.0,4158.0,0.0,0.0,0.0,0.0,1157.25,0.0,743.0,0.0,0.0,407.26,2.0,674.78,2.0,31.0,2.0,40.0,468.44,2.0,473.93,2.0,125.0,2.0,25.0,351.18,0.0,543.22,0.0,276.0,0.0,0.0,270.95,0.0,1211.0,0.0,1293.0,0.0,0.0,360.57,2.0,1808.0,2.0,116.0,1.0,50.0,1200.63,0.0,1331.0,0.0,1065.0,0.0,0.0,862.04,,,,,,,
233,F1433,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,3.0,668.33,3.0,35.0,1.0,75.0,897.08,0.0,,0.0,,0.0,,,,,,,,,
234,M1451,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,2.0,42.0,2.0,42.0,1.0,100.0,0.0,0.0,,0.0,,0.0,,,2.0,742.11,2.0,156.0,1.0,20.0,518.29,2.0,692.6,2.0,193.0,1.0,18.0,596.64,2.0,254.15,2.0,568.0,10.0,71.0,263.16,2.0,1756.0,2.0,93.0,1.0,40.0,1801.79,2.0,1001.83,2.0,125.0,1.0,28.999999999999996,1991.08,2.0,233.87,2.0,98.0,4.0,26.0,174.76,,,,,,,
235,M1452,2.0,32.0,2.0,32.0,1.0,100.0,0.0,2.0,102.0,2.0,64.0,1.0,67.0,38.0,2.0,262.0,2.0,40.0,2.0,100.0,321.05,3.0,491.36,2.33,212.0,3.0,57.99999999999999,603.3,3.0,705.5,2.5,78.0,2.0,56.00000000000001,1082.0,2.0,1419.4,2.0,60.0,1.0,33.0,1335.88,2.0,1471.33,2.0,269.0,1.0,50.0,1853.74,0.0,6025.0,0.0,6025.0,0.0,0.0,0.0,2.0,268.0,2.0,117.0,1.0,67.0,151.0,2.0,1777.25,2.0,322.0,1.0,40.0,1986.14,,,,,,,
236,F1427,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,
237,F1517,0.0,,0.0,,0.0,,,2.0,55.0,2.0,55.0,1.0,100.0,0.0,5.0,67.41,3.35,20.0,20.0,94.0,93.69,4.0,59.71,3.18,20.0,17.0,96.0,55.43,5.0,229.04,2.4,27.0,10.0,86.0,365.27,2.0,304.0,2.0,49.0,4.0,35.0,194.54,4.0,261.22,2.33,31.0,6.0,50.0,221.97,4.0,309.27,3.0,162.0,2.0,26.0,244.73,2.0,308.83,2.0,162.0,4.0,33.0,263.6,2.0,283.72,2.0,156.0,2.0,15.0,151.47,2.0,337.86,2.0,261.0,4.0,36.0,214.66
238,F1518,2.0,1479.0,2.0,2881.0,1.0,67.0,1402.0,0.0,1025.0,0.0,1025.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,2.0,1325.67,2.0,42.0,1.0,50.0,1097.92,2.0,1741.0,2.0,59.0,1.0,40.0,1125.46,2.0,1077.5,2.0,2129.0,1.0,67.0,1051.5,2.0,1723.75,2.0,99.0,1.0,40.0,1087.09,3.0,599.36,2.5,24.0,2.0,42.0,389.92,0.0,1751.75,0.0,520.0,0.0,0.0,1595.04
239,F1519,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,2812.0,0.0,2812.0,0.0,0.0,0.0,2.0,813.14,2.0,297.0,1.0,25.0,1022.51,4.0,203.51,2.5,65.0,10.0,69.0,307.88,3.0,505.5,2.2,79.0,5.0,73.0,785.89,0.0,2193.0,0.0,2193.0,0.0,0.0,0.0,4.0,135.77,2.29,29.0,21.0,91.0,140.66,3.0,141.36,2.17,55.0,18.0,76.0,125.96,3.0,179.0,2.2,69.0,10.0,57.99999999999999,155.83
240,F1520,2.0,156.0,2.0,23.0,1.0,67.0,133.0,2.0,977.0,2.0,478.0,1.0,33.0,631.01,6.0,53.41,3.54,20.0,37.0,98.0,71.09,3.0,435.75,2.6,23.0,5.0,76.0,791.29,6.0,85.08,3.04,21.0,24.0,87.0,98.71,5.0,106.89,2.9,21.0,20.0,87.0,120.72,6.0,70.95,3.23,21.0,30.0,95.0,81.51,6.0,56.33,3.9,21.0,30.0,97.0,127.06,5.0,103.72,2.36,27.0,25.0,86.0,90.91,4.0,115.18,2.57,22.0,21.0,86.0,110.52,6.0,91.91,2.76,21.0,25.0,93.0,95.49
241,F1521,0.0,,0.0,,0.0,,,2.0,1259.2,2.0,1269.0,2.0,67.0,1166.87,0.0,1925.67,0.0,560.0,0.0,0.0,2154.27,0.0,1798.5,0.0,1250.0,0.0,0.0,548.5,2.0,1095.33,2.0,1245.0,1.0,50.0,779.22,0.0,1439.0,0.0,2078.0,0.0,0.0,896.62,0.0,1693.0,0.0,179.0,0.0,0.0,1514.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,2158.67,0.0,431.0,0.0,0.0,2651.72
242,F1522,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,2.0,20.0,2.0,20.0,1.0,100.0,0.0,5.0,41.98,3.88,21.0,16.0,98.0,37.85,4.0,146.8,2.6,27.0,10.0,84.0,161.59,3.0,236.0,2.29,42.0,7.0,64.0,224.86,3.0,231.14,2.12,48.0,8.0,56.99999999999999,190.3,3.0,270.31,2.14,27.0,7.0,56.00000000000001,204.74,2.0,237.9,2.0,28.0,6.0,40.0,182.98,3.0,348.37,2.25,28.0,4.0,45.0,335.99,2.0,354.75,2.0,28.0,2.0,19.0,252.4
243,F1523,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,2.0,819.17,2.0,40.0,1.0,28.999999999999996,416.5,6.0,101.71,3.0,21.0,20.0,87.0,148.88,3.0,168.98,2.08,80.0,13.0,63.0,124.29,3.0,219.81,2.1,101.0,10.0,64.0,179.21,2.0,266.12,2.0,223.0,9.0,67.0,367.23,2.0,138.14,2.0,85.0,3.0,75.0,118.85,4.0,172.31,2.38,135.0,8.0,63.0,111.93,3.0,141.77,2.15,48.0,13.0,56.99999999999999,81.85
244,F1524,0.0,,0.0,,0.0,0.0,,0.0,1049.0,0.0,1049.0,0.0,0.0,0.0,4.0,170.57,2.75,27.0,12.0,77.0,214.32,4.0,219.06,2.33,28.0,9.0,64.0,205.95,3.0,328.9,2.2,51.0,5.0,50.0,239.19,3.0,269.92,2.1,85.0,10.0,81.0,233.22,2.0,374.5,2.0,31.0,4.0,42.0,282.78,2.0,451.8,2.0,33.0,4.0,50.0,691.23,3.0,705.3,2.33,56.0,3.0,64.0,926.84,2.0,765.33,2.0,1610.0,2.0,40.0,511.6,3.0,352.35,2.25,56.0,4.0,43.0,263.06
245,F1525,3.0,539.08,3.0,21.0,2.0,46.0,534.13,2.0,553.17,2.0,853.0,3.0,46.0,426.29,2.0,439.88,2.0,523.0,3.0,35.0,291.7,2.0,474.93,2.0,489.0,1.0,13.0,234.2,3.0,167.0,2.33,182.0,9.0,48.0,92.0,2.0,239.93,2.0,22.0,8.0,53.0,229.58,3.0,184.7,2.08,62.0,13.0,71.0,124.61,2.0,212.64,2.0,34.0,5.0,28.999999999999996,94.01,2.0,189.05,2.0,225.0,8.0,42.0,101.96,5.0,196.09,2.5,30.0,6.0,42.0,117.37,2.0,170.19,2.0,166.0,11.0,51.0,79.13
246,F1526,2.0,1133.67,2.0,68.0,2.0,56.99999999999999,1182.2,5.0,74.87,3.58,21.0,24.0,90.0,100.32,4.0,203.85,2.42,38.0,12.0,85.0,280.63,3.0,624.91,2.5,41.0,2.0,42.0,555.02,2.0,449.64,2.0,71.0,3.0,40.0,448.87,3.0,278.95,2.2,94.0,5.0,50.0,213.22,4.0,268.64,4.0,25.0,1.0,15.0,193.33,3.0,236.03,2.11,266.0,9.0,61.0,170.16,3.0,220.23,2.14,95.0,7.0,47.0,140.24,3.0,208.03,2.2,214.0,5.0,31.0,97.01,3.0,202.54,2.25,301.0,4.0,25.0,82.98
247,F1527,0.0,,0.0,,0.0,,,2.0,22.0,2.0,22.0,1.0,100.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,2.0,678.4,2.0,800.0,1.0,18.0,728.6,2.0,1127.67,2.0,50.0,2.0,56.99999999999999,1029.58,0.0,,0.0,,0.0,,,3.0,937.0,3.0,35.0,1.0,75.0,1285.53,3.0,245.23,2.33,370.0,9.0,78.0,303.12,3.0,196.12,2.12,39.0,8.0,52.0,141.67,2.0,178.25,2.0,56.0,11.0,54.0,95.25
248,F1528,0.0,,0.0,,0.0,,,5.0,111.31,2.87,28.0,15.0,83.0,128.5,5.0,145.37,2.57,22.0,14.0,72.0,132.64,4.0,159.58,2.4,30.0,15.0,82.0,131.93,4.0,118.52,2.27,56.0,22.0,82.0,87.53,5.0,103.62,2.45,21.0,22.0,77.0,67.53,4.0,114.1,2.19,193.0,21.0,74.0,67.17,5.0,131.93,2.32,35.0,19.0,80.0,98.5,4.0,132.26,2.16,36.0,19.0,76.0,85.81,3.0,153.4,2.2,108.0,15.0,72.0,105.01,4.0,126.25,2.76,22.0,17.0,82.0,108.16
249,F1529,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,
250,F1530,0.0,3390.0,0.0,3390.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,563.71,0.0,255.0,0.0,0.0,358.36,6.0,75.07,3.78,21.0,23.0,92.0,134.07,6.0,73.67,3.5,21.0,18.0,94.0,147.28,0.0,,0.0,,0.0,,,0.0,6238.0,0.0,6238.0,0.0,0.0,0.0,2.0,1535.25,2.0,4808.0,1.0,40.0,1903.82,4.0,187.61,2.36,232.0,11.0,70.0,183.43
251,M1551,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,2878.0,0.0,2878.0,0.0,0.0,0.0,2.0,1129.6,2.0,687.0,1.0,33.0,844.76,2.0,298.75,2.0,97.0,2.0,80.0,345.42,0.0,2895.0,0.0,5651.0,0.0,0.0,2756.0,0.0,,0.0,,0.0,0.0,,0.0,1713.67,0.0,1496.0,0.0,0.0,675.46,0.0,2480.5,0.0,1005.0,0.0,0.0,1475.5,2.0,1207.0,2.0,438.0,1.0,50.0,1335.18
252,M1552,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,2.0,1038.0,2.0,25.0,1.0,67.0,1013.0,2.0,557.75,2.0,103.0,2.0,80.0,789.94,0.0,2378.67,0.0,280.0,0.0,0.0,1499.09,2.0,809.2,2.0,235.0,2.0,67.0,1403.23,2.0,963.25,2.0,117.0,1.0,40.0,1403.4,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,
253,F1617,3.0,282.75,2.2,117.0,5.0,44.0,218.3,3.0,212.67,2.25,101.0,8.0,57.99999999999999,200.63,3.0,214.75,2.11,21.0,9.0,57.99999999999999,141.64,2.0,185.11,2.0,75.0,9.0,47.0,105.61,3.0,139.24,2.11,73.0,18.0,73.0,88.3,3.0,137.88,2.16,49.0,19.0,77.0,107.91,3.0,223.44,2.14,271.0,7.0,45.0,145.82,2.0,178.25,2.0,133.0,10.0,49.0,93.06,2.0,154.0,2.0,54.0,14.0,61.0,93.14,3.0,154.33,2.13,159.0,15.0,68.0,107.34,,,,,,,
254,F1618,0.0,610.0,0.0,610.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,2.0,21.0,2.0,21.0,1.0,100.0,0.0,0.0,1812.33,0.0,784.0,0.0,0.0,992.59,0.0,256.0,0.0,256.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,2.0,1187.5,2.0,2347.0,1.0,67.0,1159.5,0.0,3558.0,0.0,3558.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,
255,F1619,0.0,2389.5,0.0,4615.0,0.0,0.0,2225.5,3.0,407.0,2.2,23.0,5.0,69.0,421.67,2.0,238.64,2.0,81.0,10.0,69.0,240.32,2.0,270.24,2.0,288.0,5.0,38.0,171.5,3.0,198.83,2.42,30.0,12.0,78.0,216.2,3.0,215.27,2.25,256.0,8.0,53.0,159.32,3.0,292.88,2.2,29.0,5.0,44.0,200.0,2.0,275.0,2.0,377.0,3.0,23.0,144.3,3.0,213.12,2.2,269.0,5.0,32.0,104.63,3.0,181.44,2.22,293.0,9.0,50.0,123.73,,,,,,,
256,F1621,0.0,,0.0,,0.0,0.0,,0.0,2149.0,0.0,2149.0,0.0,0.0,0.0,0.0,1786.0,0.0,1786.0,0.0,0.0,0.0,0.0,1461.75,0.0,1100.0,0.0,0.0,596.14,0.0,,0.0,,0.0,0.0,,0.0,5681.0,0.0,5681.0,0.0,0.0,0.0,0.0,1923.67,0.0,818.0,0.0,0.0,1273.06,3.0,242.1,2.11,1050.0,9.0,63.0,237.23,2.0,245.25,2.0,147.0,4.0,28.000000000000004,151.19,2.0,219.75,2.0,175.0,9.0,55.00000000000001,143.54,,,,,,,
257,F1622,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,798.0,0.0,135.0,0.0,0.0,663.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,678.0,0.0,632.0,0.0,0.0,46.0,2.0,461.5,2.0,89.0,1.0,67.0,372.5,2.0,953.43,2.0,92.0,1.0,25.0,926.24,,,,,,,
258,F1625,0.0,,0.0,,0.0,0.0,,0.0,5309.0,0.0,5309.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,923.29,0.0,2126.0,0.0,0.0,699.74,2.0,2082.0,2.0,4321.0,1.0,50.0,1758.19,0.0,958.0,0.0,136.0,0.0,0.0,822.0,4.0,281.73,2.33,48.0,6.0,88.0,673.68,2.0,897.88,2.0,21.0,2.0,44.0,1581.37,2.0,1096.8,2.0,4988.0,1.0,33.0,1946.37,2.0,947.0,2.0,68.0,2.0,100.0,1244.51,,,,,,,
259,F1626,2.0,1894.67,2.0,3833.0,1.0,50.0,1554.21,0.0,1531.0,0.0,1548.0,0.0,0.0,17.0,0.0,710.0,0.0,740.0,0.0,0.0,297.75,2.0,1074.83,2.0,2274.0,1.0,28.999999999999996,656.62,4.0,314.3,2.33,26.0,6.0,67.0,405.04,2.0,325.76,2.0,46.0,4.0,36.0,284.07,2.0,586.92,2.0,468.0,2.0,31.0,670.93,2.0,266.64,2.0,30.0,2.0,15.0,105.87,2.0,272.56,2.0,290.0,4.0,31.0,148.66,2.0,227.39,2.0,179.0,2.0,12.0,93.05,,,,,,,
260,F1627,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,5.0,131.02,2.69,20.0,16.0,90.0,197.94,5.0,114.13,2.48,25.0,21.0,83.0,101.83,6.0,128.54,3.08,22.0,13.0,73.0,136.68,5.0,128.75,2.44,22.0,16.0,70.0,100.63,5.0,130.02,2.54,34.0,13.0,60.0,75.42,,,,,,,
261,F1628,2.0,989.75,2.0,58.0,2.0,80.0,1074.01,0.0,570.0,0.0,197.0,0.0,0.0,373.0,4.0,235.39,2.22,58.0,9.0,69.0,210.21,2.0,420.27,2.0,20.0,2.0,25.0,387.85,2.0,749.67,2.0,26.0,3.0,86.0,961.15,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,3.0,123.29,2.2,70.0,5.0,73.0,94.07,0.0,,0.0,,0.0,,,,,,,,,
262,F1630,3.0,293.21,2.17,26.0,6.0,52.0,261.87,3.0,211.72,2.1,138.0,10.0,64.0,185.85,2.0,240.04,2.0,20.0,8.0,55.00000000000001,155.29,2.0,212.16,2.0,355.0,6.0,36.0,127.05,2.0,212.67,2.0,135.0,5.0,28.999999999999996,106.96,3.0,167.86,2.14,89.0,7.0,35.0,83.78,2.0,181.54,2.0,208.0,8.0,40.0,84.79,3.0,183.28,2.17,192.0,6.0,33.0,79.31,3.0,192.78,2.33,25.0,3.0,18.0,76.7,2.0,217.09,2.0,251.0,1.0,6.0,85.27,,,,,,,
263,F1632,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,2.0,306.57,2.0,33.0,4.0,100.0,355.6,4.0,114.16,2.67,38.0,15.0,87.0,150.14,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,
264,F1636,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,1051.5,0.0,555.0,0.0,0.0,496.5,0.0,3300.0,0.0,1182.0,0.0,0.0,2118.0,0.0,5201.0,0.0,5201.0,0.0,0.0,0.0,0.0,1080.67,0.0,698.0,0.0,0.0,848.05,2.0,410.2,2.0,294.0,3.0,38.0,283.98,2.0,549.75,2.0,115.0,4.0,62.0,805.33,4.0,179.2,2.6,27.0,10.0,65.0,178.56,3.0,223.29,2.33,264.0,6.0,56.00000000000001,159.56,,,,,,,
265,M1651,3.0,364.11,2.33,46.0,6.0,70.0,645.38,3.0,471.07,3.0,55.0,3.0,60.0,628.9,2.0,333.65,2.0,479.0,6.0,56.99999999999999,229.32,2.0,340.57,2.0,419.0,4.0,36.0,183.61,2.0,299.36,2.0,1530.0,5.0,43.0,300.31,2.0,209.15,2.0,198.0,8.0,47.0,111.43,2.0,289.33,2.0,182.0,3.0,24.0,156.79,2.0,259.63,2.0,177.0,1.0,7.000000000000001,109.58,2.0,274.56,2.0,192.0,3.0,23.0,152.24,2.0,305.09,2.0,167.0,2.0,17.0,123.68,,,,,,,
266,M1652,2.0,324.89,2.0,291.0,3.0,30.0,173.92,2.0,645.0,2.0,893.0,1.0,50.0,442.82,2.0,397.12,2.0,124.0,3.0,35.0,330.76,2.0,443.19,2.0,29.0,3.0,35.0,405.63,0.0,1024.57,0.0,185.0,0.0,0.0,705.0,0.0,958.0,0.0,2677.0,0.0,0.0,719.2,2.0,958.0,2.0,128.0,1.0,25.0,1206.28,2.0,532.31,2.0,65.0,2.0,28.999999999999996,422.58,2.0,449.6,2.0,235.0,1.0,12.0,195.03,2.0,430.56,2.0,81.0,4.0,47.0,304.19,,,,,,,
267,F1717,6.0,68.16,3.74,21.0,23.0,95.0,118.63,3.0,270.85,2.12,88.0,8.0,63.0,266.98,2.0,507.54,2.0,105.0,4.0,56.99999999999999,466.3,2.0,301.96,2.0,44.0,7.0,57.99999999999999,319.01,3.0,585.56,2.33,84.0,3.0,70.0,822.05,0.0,462.67,0.0,127.0,0.0,0.0,476.12,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,1768.33,0.0,4399.0,0.0,0.0,1869.05,3.0,213.94,2.4,23.0,10.0,71.0,212.08,,,,,,,
268,F1718,5.0,182.87,2.91,64.0,11.0,80.0,293.21,4.0,221.25,2.33,27.0,9.0,64.0,190.88,2.0,320.82,2.0,86.0,5.0,56.00000000000001,234.77,2.0,761.62,2.0,66.0,1.0,22.0,538.53,2.0,784.14,2.0,2440.0,1.0,25.0,996.02,3.0,346.65,2.17,1816.0,6.0,62.0,480.83,2.0,477.86,2.0,125.0,3.0,40.0,490.13,2.0,318.3,2.0,413.0,2.0,36.0,246.09,2.0,861.0,2.0,49.0,3.0,86.0,824.46,2.0,470.33,2.0,39.0,4.0,50.0,675.87,,,,,,,
269,F1719,2.0,676.44,2.0,28.0,2.0,40.0,673.56,2.0,284.93,2.0,111.0,3.0,38.0,201.37,2.0,333.0,2.0,182.0,1.0,10.0,307.44,3.0,173.49,2.1,238.0,10.0,50.0,94.97,3.0,152.09,2.08,217.0,13.0,56.99999999999999,71.22,3.0,157.18,2.11,130.0,9.0,42.0,71.82,3.0,153.89,2.18,97.0,11.0,51.0,79.54,2.0,203.79,2.0,37.0,8.0,46.0,190.89,3.0,129.89,2.06,84.0,18.0,66.0,57.24,5.0,125.98,2.5,33.0,14.0,61.0,88.96,,,,,,,
270,F1720,2.0,2542.0,2.0,62.0,1.0,67.0,2480.0,0.0,,0.0,,0.0,,,2.0,226.5,2.0,117.0,2.0,80.0,296.48,3.0,41.5,3.0,38.0,1.0,100.0,3.5,0.0,902.0,0.0,902.0,0.0,0.0,0.0,2.0,1265.8,2.0,1033.0,1.0,33.0,803.32,3.0,369.09,2.33,191.0,3.0,57.99999999999999,506.62,2.0,369.89,2.0,239.0,5.0,53.0,327.9,2.0,635.91,2.0,733.0,3.0,50.0,437.37,2.0,488.67,2.0,114.0,4.0,62.0,400.57,,,,,,,
271,F1721,3.0,338.48,2.5,41.0,6.0,68.0,348.32,2.0,369.0,2.0,41.0,3.0,75.0,404.3,3.0,221.56,2.11,45.0,9.0,57.99999999999999,157.42,2.0,287.21,2.0,439.0,9.0,72.0,240.01,2.0,457.6,2.0,70.0,2.0,25.0,273.08,2.0,603.64,2.0,688.0,2.0,33.0,287.66,2.0,306.17,2.0,50.0,4.0,33.0,202.21,2.0,397.53,2.0,47.0,4.0,44.0,252.39,0.0,415.71,0.0,491.0,0.0,0.0,173.79,2.0,559.91,2.0,42.0,3.0,50.0,396.86,,,,,,,
