,Subject,maxBurst_SHA01,meanInterval_SHA01,meanNumRewards_SHA01,modeInterval_SHA01,numBurst_SHA01,pctRewards_SHA01,stdInterval_SHA01,maxBurst_SHA02,meanInterval_SHA02,meanNumRewards_SHA02,modeInterval_SHA02,numBurst_SHA02,pctRewards_SHA02,stdInterval_SHA02,maxBurst_SHA03,meanInterval_SHA03,meanNumRewards_SHA03,modeInterval_SHA03,numBurst_SHA03,pctRewards_SHA03,stdInterval_SHA03,maxBurst_SHA04,meanInterval_SHA04,meanNumRewards_SHA04,modeInterval_SHA04,numBurst_SHA04,pctRewards_SHA04,stdInterval_SHA04,maxBurst_SHA05,meanInterval_SHA05,meanNumRewards_SHA05,modeInterval_SHA05,numBurst_SHA05,pctRewards_SHA05,stdInterval_SHA05,maxBurst_SHA06,meanInterval_SHA06,meanNumRewards_SHA06,modeInterval_SHA06,numBurst_SHA06,pctRewards_SHA06,stdInterval_SHA06,maxBurst_SHA07,meanInterval_SHA07,meanNumRewards_SHA07,modeInterval_SHA07,numBurst_SHA07,pctRewards_SHA07,stdInterval_SHA07,maxBurst_SHA08,meanInterval_SHA08,meanNumRewards_SHA08,modeInterval_SHA08,numBurst_SHA08,pctRewards_SHA08,stdInterval_SHA08,maxBurst_SHA09,meanInterval_SHA09,meanNumRewards_SHA09,modeInterval_SHA09,numBurst_SHA09,pctRewards_SHA09,stdInterval_SHA09,maxBurst_SHA10,meanInterval_SHA10,meanNumRewards_SHA10,modeInterval_SHA10,numBurst_SHA10,pctRewards_SHA10,stdInterval_SHA10,maxBurst_SHA11,meanInterval_SHA11,meanNumRewards_SHA11,modeInterval_SHA11,numBurst_SHA11,pctRewards_SHA11,stdInterval_SHA11
409,M1788,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,2.0,26.0,2.0,26.0,1.0,100.0,0.0,0.0,,0.0,,0.0,0.0,,2.0,89.0,2.0,89.0,1.0,100.0,0.0,0.0,,0.0,,0.0,0.0,,2.0,48.0,2.0,48.0,1.0,100.0,0.0,0.0,2062.0,0.0,2062.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,
410,M869,2.0,792.75,2.0,523.0,1.0,22.0,640.4,2.0,687.56,2.0,1903.0,2.0,40.0,539.19,2.0,508.92,2.0,109.0,3.0,46.0,312.01,0.0,963.5,0.0,517.0,0.0,0.0,284.51,0.0,884.0,0.0,619.0,0.0,0.0,216.42,2.0,509.75,2.0,61.0,2.0,31.0,251.24,0.0,450.87,0.0,173.0,0.0,0.0,182.41,2.0,636.0,2.0,545.0,1.0,17.0,281.49,2.0,507.15,2.0,58.0,2.0,28.999999999999996,290.67,2.0,663.78,2.0,25.0,1.0,20.0,377.4,,,,,,,
411,M870,0.0,1230.0,0.0,334.0,0.0,0.0,1601.3,3.0,181.56,2.4,44.0,10.0,69.0,322.41,3.0,494.25,2.25,34.0,4.0,69.0,546.64,2.0,273.0,2.0,36.0,2.0,22.0,185.96,2.0,311.48,2.0,71.0,4.0,33.0,259.09,2.0,330.9,2.0,231.0,3.0,27.0,192.0,3.0,216.09,2.33,350.0,6.0,42.0,143.01,4.0,97.92,2.53,26.0,19.0,79.0,66.0,3.0,149.53,2.07,119.0,14.0,60.0,80.38,5.0,111.17,2.36,24.0,22.0,81.0,86.66,,,,,,,
412,M871,2.0,607.45,2.0,41.0,4.0,67.0,496.6,2.0,785.67,2.0,88.0,1.0,20.0,442.06,0.0,786.0,0.0,161.0,0.0,0.0,388.67,0.0,787.4,0.0,591.0,0.0,0.0,408.08,0.0,792.0,0.0,139.0,0.0,0.0,369.22,2.0,470.6,2.0,27.0,2.0,25.0,309.1,2.0,543.08,2.0,84.0,1.0,15.0,207.33,2.0,543.92,2.0,109.0,2.0,28.999999999999996,342.02,2.0,362.37,2.0,256.0,2.0,20.0,169.78,2.0,463.0,2.0,23.0,1.0,15.0,321.04,,,,,,,
413,M872,2.0,587.62,2.0,885.0,2.0,44.0,425.61,2.0,1345.25,2.0,58.0,1.0,40.0,1312.65,2.0,1476.0,2.0,1515.0,1.0,50.0,1170.77,0.0,2215.67,0.0,1777.0,0.0,0.0,1849.43,0.0,1642.33,0.0,1700.0,0.0,0.0,985.13,0.0,1676.25,0.0,199.0,0.0,0.0,1641.19,2.0,994.0,2.0,23.0,2.0,56.99999999999999,1847.38,0.0,1662.0,0.0,1420.0,0.0,0.0,493.29,2.0,877.0,2.0,35.0,1.0,33.0,840.51,2.0,500.25,2.0,154.0,1.0,15.0,473.65,,,,,,,
414,M873,0.0,2250.67,0.0,2196.0,0.0,0.0,947.11,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,3911.0,0.0,3911.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,
415,M874,2.0,451.5,2.0,140.0,1.0,13.0,483.9,2.0,346.65,2.0,35.0,5.0,48.0,251.33,2.0,342.6,2.0,423.0,4.0,38.0,233.56,2.0,373.0,2.0,42.0,2.0,20.0,291.77,2.0,365.0,2.0,307.0,2.0,20.0,172.46,2.0,216.45,2.0,104.0,9.0,56.00000000000001,137.97,3.0,173.37,2.18,102.0,11.0,56.99999999999999,115.29,5.0,109.44,2.6,46.0,20.0,81.0,95.56,3.0,177.97,2.2,68.0,10.0,55.00000000000001,117.8,3.0,206.21,2.25,143.0,4.0,26.0,104.82,,,,,,,
416,M875,2.0,1256.4,2.0,266.0,1.0,33.0,901.8,2.0,695.25,2.0,178.0,2.0,80.0,1031.0,2.0,1014.0,2.0,1458.0,1.0,50.0,657.83,2.0,2290.67,2.0,656.0,1.0,50.0,2760.31,0.0,1288.0,0.0,1999.0,0.0,0.0,1193.46,2.0,366.06,2.0,324.0,2.0,22.0,326.76,2.0,748.0,2.0,36.0,2.0,40.0,831.81,2.0,922.67,2.0,316.0,2.0,56.99999999999999,1124.89,2.0,373.62,2.0,77.0,6.0,71.0,373.25,2.0,690.78,2.0,209.0,1.0,20.0,468.42,,,,,,,
417,M876,0.0,,0.0,,0.0,0.0,,0.0,3108.0,0.0,3108.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,2.0,32.0,2.0,32.0,1.0,100.0,0.0,2.0,733.11,2.0,503.0,1.0,20.0,729.86,2.0,483.0,2.0,23.0,4.0,53.0,333.01,3.0,340.65,2.25,64.0,4.0,43.0,264.8,0.0,,0.0,,0.0,0.0,,2.0,538.69,2.0,64.0,4.0,56.99999999999999,447.87,3.0,288.45,2.33,37.0,9.0,91.0,593.73,,,,,,,
418,M877,2.0,752.25,2.0,23.0,2.0,44.0,692.73,0.0,685.44,0.0,353.0,0.0,0.0,414.66,2.0,472.8,2.0,235.0,2.0,36.0,383.75,0.0,1053.17,0.0,153.0,0.0,0.0,753.82,0.0,935.0,0.0,139.0,0.0,0.0,895.69,2.0,643.1,2.0,119.0,3.0,55.00000000000001,939.19,2.0,1058.5,2.0,80.0,1.0,40.0,956.35,0.0,,0.0,,0.0,0.0,,2.0,513.25,2.0,2569.0,2.0,31.0,688.57,4.0,147.87,2.67,25.0,9.0,77.0,149.08,,,,,,,
419,M878,0.0,,0.0,,0.0,,,0.0,4902.0,0.0,4902.0,0.0,0.0,0.0,2.0,2265.67,2.0,71.0,1.0,50.0,3066.33,0.0,1631.25,0.0,472.0,0.0,0.0,1397.48,0.0,3791.0,0.0,3791.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,3157.0,0.0,3157.0,0.0,0.0,0.0,0.0,3138.0,0.0,1596.0,0.0,0.0,1542.0,2.0,1270.25,2.0,4200.0,1.0,40.0,1698.78,,,,,,,
420,M879,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,2.0,52.0,2.0,52.0,1.0,100.0,0.0,0.0,,0.0,,0.0,0.0,,6.0,82.77,3.17,20.0,23.0,87.0,99.51,3.0,188.24,2.23,20.0,13.0,74.0,183.41,2.0,329.86,2.0,91.0,2.0,18.0,270.16,2.0,241.41,2.0,181.0,2.0,13.0,91.25,3.0,214.06,2.4,73.0,5.0,35.0,102.98,4.0,204.26,2.33,277.0,6.0,39.0,99.94,,,,,,,
421,M880,2.0,680.62,2.0,83.0,2.0,44.0,399.45,2.0,693.5,2.0,171.0,1.0,18.0,476.68,0.0,3309.0,0.0,3291.0,0.0,0.0,18.0,2.0,698.8,2.0,640.0,2.0,36.0,634.1,2.0,821.8,2.0,392.0,1.0,33.0,520.05,0.0,577.5,0.0,403.0,0.0,0.0,390.29,0.0,667.5,0.0,228.0,0.0,0.0,635.27,0.0,178.0,0.0,178.0,0.0,0.0,0.0,0.0,1231.5,0.0,950.0,0.0,0.0,281.5,2.0,1024.0,2.0,47.0,1.0,28.999999999999996,842.25,,,,,,,
422,M969,0.0,,0.0,,0.0,,,2.0,21.0,2.0,21.0,1.0,100.0,0.0,2.0,1321.4,2.0,1845.0,1.0,33.0,980.41,2.0,1033.6,2.0,47.0,2.0,67.0,958.78,2.0,1255.0,2.0,2930.0,1.0,33.0,1161.39,3.0,652.0,2.33,27.0,3.0,64.0,566.15,2.0,475.55,2.0,110.0,3.0,50.0,312.17,2.0,702.11,2.0,143.0,3.0,60.0,785.93,2.0,897.17,2.0,97.0,1.0,28.999999999999996,573.65,0.0,847.88,0.0,884.0,0.0,0.0,256.56,,,,,,,
423,M970,0.0,,0.0,,0.0,,,5.0,125.62,2.9,23.0,10.0,83.0,150.49,2.0,1545.0,2.0,20.0,1.0,50.0,1621.12,2.0,1459.75,2.0,47.0,1.0,40.0,1043.44,0.0,1590.0,0.0,1186.0,0.0,0.0,1611.57,2.0,684.89,2.0,372.0,1.0,20.0,394.34,2.0,594.6,2.0,552.0,2.0,36.0,310.73,2.0,931.43,2.0,207.0,1.0,25.0,629.33,2.0,964.0,2.0,97.0,2.0,56.99999999999999,1401.36,2.0,526.08,2.0,998.0,2.0,31.0,311.08,,,,,,,
424,M971,0.0,1424.0,0.0,325.0,0.0,0.0,1159.24,0.0,1956.67,0.0,2169.0,0.0,0.0,606.35,0.0,,0.0,,0.0,0.0,,2.0,1653.75,2.0,132.0,1.0,40.0,2615.38,0.0,2814.0,0.0,505.0,0.0,0.0,2309.0,2.0,1470.25,2.0,79.0,1.0,40.0,958.92,2.0,696.5,2.0,1355.0,1.0,67.0,658.5,2.0,678.0,2.0,31.0,2.0,100.0,919.95,0.0,,0.0,,0.0,0.0,,0.0,2038.0,0.0,2038.0,0.0,0.0,0.0,,,,,,,
425,M972,0.0,,0.0,,0.0,,,2.0,848.5,2.0,3790.0,1.0,28.999999999999996,1322.96,3.0,305.65,2.5,23.0,6.0,62.0,446.22,3.0,344.84,2.25,40.0,4.0,45.0,306.68,2.0,458.57,2.0,39.0,3.0,40.0,424.97,2.0,352.89,2.0,20.0,4.0,42.0,230.49,2.0,301.74,2.0,86.0,4.0,33.0,192.52,2.0,229.83,2.0,87.0,6.0,39.0,136.4,3.0,212.12,2.25,298.0,4.0,26.0,118.68,3.0,164.69,2.22,84.0,9.0,47.0,83.01,,,,,,,
426,M973,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,
427,M974,5.0,203.49,3.0,23.0,11.0,92.0,417.17,3.0,219.75,2.1,66.0,10.0,72.0,259.37,4.0,213.69,2.56,44.0,9.0,70.0,339.19,2.0,233.67,2.0,74.0,7.0,45.0,184.57,3.0,182.31,2.11,151.0,9.0,47.0,91.14,3.0,173.16,2.4,193.0,5.0,38.0,91.82,5.0,154.56,3.0,366.0,3.0,53.0,131.73,6.0,106.54,3.19,22.0,16.0,89.0,170.62,5.0,115.82,2.5,23.0,16.0,89.0,148.04,5.0,105.09,3.0,21.0,20.0,91.0,156.34,,,,,,,
428,M975,0.0,,0.0,,0.0,0.0,,2.0,1417.75,2.0,3568.0,1.0,40.0,1338.76,0.0,3018.0,0.0,3018.0,0.0,0.0,0.0,0.0,1673.0,0.0,1673.0,0.0,0.0,0.0,0.0,170.0,0.0,170.0,0.0,0.0,0.0,2.0,727.11,2.0,218.0,2.0,40.0,909.75,2.0,1953.67,2.0,3238.0,1.0,50.0,1382.41,0.0,651.17,0.0,417.0,0.0,0.0,466.45,2.0,882.8,2.0,132.0,1.0,33.0,814.53,0.0,1396.0,0.0,2420.0,0.0,0.0,625.25,,,,,,,
429,M976,0.0,863.33,0.0,196.0,0.0,0.0,608.26,2.0,1499.25,2.0,3273.0,2.0,80.0,1420.7,2.0,1419.67,2.0,1856.0,1.0,50.0,970.15,2.0,1119.5,2.0,553.0,1.0,28.999999999999996,1092.97,3.0,449.0,3.0,1251.0,1.0,75.0,567.29,2.0,1089.2,2.0,169.0,1.0,33.0,903.61,2.0,855.67,2.0,115.0,3.0,86.0,1720.94,2.0,1113.25,2.0,3328.0,1.0,40.0,1332.99,2.0,1016.4,2.0,22.0,2.0,67.0,1003.74,0.0,1603.25,0.0,989.0,0.0,0.0,809.55,,,,,,,
430,M977,2.0,793.38,2.0,1388.0,1.0,22.0,508.2,2.0,970.14,2.0,1456.0,3.0,75.0,839.24,2.0,714.44,2.0,20.0,2.0,40.0,717.11,2.0,802.25,2.0,710.0,2.0,44.0,773.41,2.0,519.86,2.0,2727.0,3.0,75.0,910.43,3.0,459.0,2.33,50.0,6.0,88.0,553.36,3.0,387.86,2.5,22.0,4.0,67.0,447.38,3.0,369.06,2.67,652.0,3.0,47.0,399.24,2.0,428.64,2.0,706.0,3.0,50.0,347.73,2.0,1069.67,2.0,1313.0,1.0,28.999999999999996,746.3,,,,,,,
431,M978,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,M979,0.0,579.0,0.0,579.0,0.0,0.0,0.0,2.0,1036.17,2.0,108.0,2.0,56.99999999999999,734.07,2.0,880.88,2.0,1396.0,1.0,22.0,548.49,0.0,,0.0,,0.0,,,3.0,343.21,2.2,47.0,5.0,55.00000000000001,480.52,2.0,338.3,2.0,105.0,3.0,28.999999999999996,248.31,2.0,257.12,2.0,203.0,5.0,38.0,161.73,2.0,241.96,2.0,237.0,6.0,41.0,147.92,2.0,338.95,2.0,219.0,3.0,28.999999999999996,153.64,2.0,378.11,2.0,432.0,3.0,32.0,239.12,,,,,,,
433,M980,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,1625.0,0.0,1625.0,0.0,0.0,0.0,0.0,2910.0,0.0,2910.0,0.0,0.0,0.0,2.0,496.38,2.0,1284.0,2.0,28.999999999999996,416.0,2.0,346.87,2.0,450.0,3.0,38.0,229.64,2.0,502.55,2.0,1143.0,2.0,33.0,396.08,0.0,465.0,0.0,249.0,0.0,0.0,232.61,,,,,,,
434,M1169,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,3984.0,0.0,3984.0,0.0,0.0,0.0,0.0,233.0,0.0,233.0,0.0,0.0,0.0,0.0,2376.5,0.0,3394.0,0.0,0.0,1017.5,2.0,1002.4,2.0,64.0,1.0,33.0,1082.68,,,,,,,,2.0,1020.29,2.0,63.0,2.0,50.0,956.64,5.0,258.31,2.75,30.0,8.0,81.0,434.06,0.0,582.42,0.0,686.0,0.0,0.0,126.65,,,,,,,
435,M1170,0.0,1599.25,0.0,155.0,0.0,0.0,883.85,0.0,2177.0,0.0,2177.0,0.0,0.0,0.0,2.0,1220.2,2.0,84.0,2.0,67.0,1039.08,2.0,981.6,2.0,287.0,2.0,67.0,1057.63,3.0,659.0,2.5,68.0,2.0,50.0,842.21,2.0,558.83,2.0,481.0,2.0,31.0,648.97,,,,,,,,2.0,329.47,2.0,106.0,2.0,20.0,174.7,2.0,581.17,2.0,71.0,2.0,31.0,670.82,2.0,545.69,2.0,517.0,2.0,28.999999999999996,436.64,,,,,,,
436,M1171,2.0,798.0,2.0,884.0,1.0,20.0,793.34,0.0,2944.0,0.0,5659.0,0.0,0.0,2715.0,0.0,1041.0,0.0,3111.0,0.0,0.0,1090.27,2.0,1238.75,2.0,2985.0,1.0,40.0,1079.56,2.0,426.0,2.0,514.0,4.0,62.0,514.68,2.0,670.4,2.0,3493.0,4.0,73.0,1023.32,,,,,,,,6.0,85.42,3.67,21.0,21.0,92.0,204.95,6.0,62.17,3.35,21.0,34.0,98.0,159.0,5.0,98.04,3.24,23.0,17.0,74.0,84.63,,,,,,,
437,M1172,0.0,,0.0,,0.0,0.0,,2.0,780.5,2.0,3623.0,1.0,22.0,1109.04,0.0,,0.0,,0.0,0.0,,2.0,1117.5,2.0,469.0,1.0,28.999999999999996,1088.19,2.0,556.5,2.0,2581.0,2.0,56.99999999999999,908.0,2.0,492.8,2.0,444.0,1.0,18.0,260.4,,,,,,,,2.0,280.36,2.0,87.0,4.0,53.0,259.72,2.0,564.25,2.0,49.0,2.0,31.0,435.79,0.0,1228.8,0.0,203.0,0.0,0.0,1119.73,,,,,,,
438,M1173,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,
439,M1174,5.0,110.64,3.29,22.0,17.0,93.0,230.89,3.0,265.85,2.14,45.0,7.0,54.0,223.26,2.0,293.38,2.0,129.0,2.0,16.0,148.64,2.0,258.12,2.0,43.0,2.0,15.0,97.47,2.0,236.59,2.0,207.0,3.0,20.0,94.05,2.0,254.07,2.0,33.0,2.0,14.000000000000002,98.42,,,,,,,,0.0,346.74,0.0,130.0,0.0,0.0,165.17,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,
440,M1175,0.0,,0.0,,0.0,0.0,,0.0,1555.0,0.0,1555.0,0.0,0.0,0.0,2.0,1425.0,2.0,4117.0,1.0,50.0,1903.53,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,4798.0,0.0,4798.0,0.0,0.0,0.0,,,,,,,,0.0,1910.0,0.0,1850.0,0.0,0.0,60.0,2.0,929.67,2.0,2530.0,1.0,50.0,1132.61,0.0,1229.0,0.0,588.0,0.0,0.0,641.0,,,,,,,
441,M1176,0.0,,0.0,,0.0,0.0,,0.0,3526.0,0.0,3526.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,3.0,35.0,3.0,43.0,1.0,100.0,8.0,0.0,218.0,0.0,218.0,0.0,0.0,0.0,,,,,,,,0.0,1991.0,0.0,1991.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,,,,,,,
442,M1177,3.0,1167.0,3.0,4461.0,1.0,60.0,1902.32,0.0,1538.0,0.0,2847.0,0.0,0.0,1111.24,0.0,833.0,0.0,833.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,1274.0,0.0,1274.0,0.0,0.0,0.0,2.0,762.33,2.0,476.0,2.0,40.0,603.38,,,,,,,,3.0,545.67,2.25,80.0,4.0,69.0,643.87,2.0,744.25,2.0,350.0,1.0,22.0,460.87,5.0,201.03,3.33,24.0,9.0,83.0,384.95,,,,,,,
443,M1178,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,2.0,2506.5,2.0,48.0,1.0,67.0,2458.5,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,5583.0,0.0,5583.0,0.0,0.0,0.0,,,,,,,,0.0,834.0,0.0,834.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,,,,,,,
444,M1179,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,,0.0,775.0,0.0,477.0,0.0,0.0,342.5,2.0,631.64,2.0,2121.0,1.0,17.0,580.15,0.0,1715.33,0.0,517.0,0.0,0.0,910.03,,,,,,,
445,M1180,0.0,1385.0,0.0,352.0,0.0,0.0,1033.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,,2.0,71.0,2.0,71.0,1.0,100.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,
446,M1366,0.0,,0.0,,0.0,0.0,,0.0,3042.0,0.0,662.0,0.0,0.0,2380.0,0.0,1150.0,0.0,741.0,0.0,0.0,587.98,0.0,,0.0,,0.0,0.0,,2.0,785.11,2.0,21.0,2.0,40.0,1218.33,2.0,230.75,2.0,101.0,8.0,55.00000000000001,189.97,2.0,289.21,2.0,140.0,3.0,24.0,156.12,2.0,271.58,2.0,96.0,2.0,15.0,133.51,2.0,255.7,2.0,222.0,5.0,36.0,142.8,2.0,302.65,2.0,66.0,4.0,33.0,210.68,,,,,,,
447,M1367,0.0,6377.0,0.0,6377.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,2.0,1851.67,2.0,3925.0,1.0,50.0,1585.38,0.0,,0.0,,0.0,0.0,,0.0,6385.0,0.0,6385.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,,,,,,,
448,M1368,2.0,391.24,2.0,218.0,3.0,33.0,304.48,2.0,354.1,2.0,131.0,6.0,56.99999999999999,347.17,2.0,377.12,2.0,205.0,4.0,44.0,367.51,2.0,1016.33,2.0,1005.0,1.0,28.999999999999996,826.88,0.0,541.58,0.0,196.0,0.0,0.0,262.66,2.0,774.38,2.0,1133.0,1.0,22.0,532.01,2.0,229.61,2.0,151.0,4.0,25.0,115.95,2.0,341.25,2.0,475.0,1.0,10.0,183.25,2.0,324.09,2.0,63.0,2.0,17.0,138.89,3.0,146.17,2.31,116.0,13.0,62.0,115.95,,,,,,,
449,M1369,0.0,838.62,0.0,246.0,0.0,0.0,593.93,0.0,2558.5,0.0,3499.0,0.0,0.0,940.5,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,3540.5,0.0,3285.0,0.0,0.0,255.5,0.0,1043.8,0.0,512.0,0.0,0.0,875.15,2.0,418.56,2.0,437.0,2.0,24.0,209.99,0.0,3302.5,0.0,5684.0,0.0,0.0,2381.5,2.0,860.75,2.0,463.0,1.0,40.0,816.77,0.0,1015.29,0.0,208.0,0.0,0.0,1067.15,,,,,,,
450,M1370,0.0,,0.0,,0.0,0.0,,2.0,591.09,2.0,750.0,2.0,33.0,457.94,3.0,227.46,2.2,56.0,10.0,76.0,242.13,2.0,217.16,2.0,259.0,7.0,42.0,120.19,2.0,188.62,2.0,120.0,8.0,42.0,84.93,3.0,164.19,2.17,129.0,12.0,59.0,94.42,6.0,169.83,2.36,21.0,11.0,60.0,119.67,4.0,202.14,2.4,144.0,5.0,33.0,93.03,3.0,186.84,2.1,110.0,10.0,55.00000000000001,92.21,4.0,164.86,2.38,264.0,8.0,44.0,91.33,,,,,,,
451,M1469,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,1745.0,0.0,2087.0,0.0,0.0,435.78,2.0,435.25,2.0,61.0,3.0,35.0,327.8,2.0,724.5,2.0,45.0,1.0,22.0,453.59,2.0,736.22,2.0,2574.0,1.0,20.0,745.22,0.0,661.3,0.0,239.0,0.0,0.0,479.77,2.0,411.35,2.0,351.0,1.0,11.0,178.49,0.0,582.42,0.0,1105.0,0.0,0.0,226.96,,,,,,,
452,M1470,0.0,2131.67,0.0,2913.0,0.0,0.0,1416.91,0.0,2309.0,0.0,2239.0,0.0,0.0,70.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,2.0,635.0,2.0,46.0,3.0,50.0,664.76,2.0,1117.8,2.0,968.0,1.0,33.0,867.0,0.0,805.75,0.0,2847.0,0.0,0.0,789.46,3.0,702.4,2.5,2868.0,2.0,45.0,795.98,0.0,683.44,0.0,431.0,0.0,0.0,203.37,2.0,544.69,2.0,76.0,3.0,43.0,332.89,,,,,,,
453,M1471,0.0,,0.0,,0.0,,,0.0,2307.0,0.0,2307.0,0.0,0.0,0.0,0.0,1080.0,0.0,1080.0,0.0,0.0,0.0,0.0,1966.0,0.0,1966.0,0.0,0.0,0.0,2.0,1248.67,2.0,2750.0,1.0,50.0,1117.13,2.0,714.33,2.0,2833.0,2.0,40.0,861.14,2.0,253.5,2.0,148.0,5.0,53.0,317.33,2.0,577.33,2.0,103.0,3.0,46.0,847.35,0.0,717.0,0.0,200.0,0.0,0.0,519.46,2.0,394.22,2.0,67.0,5.0,53.0,358.91,,,,,,,
454,M1472,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,2053.0,0.0,2053.0,0.0,0.0,0.0,0.0,657.8,0.0,488.0,0.0,0.0,313.43,2.0,398.12,2.0,25.0,4.0,44.0,489.42,2.0,647.5,2.0,45.0,3.0,55.00000000000001,581.19,2.0,358.84,2.0,31.0,5.0,50.0,290.32,2.0,425.94,2.0,47.0,3.0,35.0,283.99,2.0,317.64,2.0,198.0,1.0,9.0,155.07,,,,,,,
455,M1473,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,2.0,485.0,2.0,109.0,2.0,100.0,587.76,3.0,713.57,2.33,39.0,3.0,88.0,1200.03,0.0,2136.33,0.0,1525.0,0.0,0.0,1942.97,2.0,198.77,2.0,66.0,11.0,71.0,191.54,,,,,,,
456,M1474,0.0,,0.0,,0.0,0.0,,0.0,3298.0,0.0,3298.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,1418.0,0.0,1418.0,0.0,0.0,0.0,2.0,49.0,2.0,49.0,1.0,100.0,0.0,0.0,,0.0,,0.0,0.0,,2.0,308.91,2.0,1066.0,6.0,50.0,290.18,3.0,362.42,2.25,32.0,4.0,45.0,551.09,2.0,262.04,2.0,200.0,6.0,43.0,166.97,3.0,262.15,2.2,102.0,5.0,39.0,221.56,,,,,,,
457,M1475,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,1822.0,0.0,274.0,0.0,0.0,1548.0,0.0,1717.5,0.0,1440.0,0.0,0.0,277.5,0.0,,0.0,,0.0,0.0,,0.0,2851.0,0.0,2851.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,
